n,times
17843,20116
17844,20263
17845,24423
17846,20138
17847,20356
17848,20132
17849,20278
17850,20085
17851,20199
17852,20253
17853,20344
17854,20035
17855,20130
17856,20031
17857,20068
17858,20180
17859,20161
17860,20295
17861,20115
17862,20154
17863,20113
17864,20252
17865,20149
17866,20062
17867,20377
17868,20534
17869,20425
17870,20292
17871,20200
17872,20024
17873,20254
17874,20308
17875,20239
17876,20240
17877,20104
17878,20222
17879,19948
17880,20037
17881,20302
17882,20509
17883,20451
17884,19988
17885,20273
17886,20235
17887,19963
17888,19981
17889,20212
17890,20021
17891,20182
17892,20103
17893,20091
17894,20077
17895,23287
17896,20088
17897,20362
17898,20143
17899,20127
17900,20085
17901,20206
17902,20170
17903,20137
17904,20097
17905,20101
17906,20403
17907,20354
17908,24645
17909,20391
17910,20058
17911,20404
17912,20250
17913,20279
17914,20421
17915,20393
17916,20384
17917,20362
17918,20269
17919,23604
17920,20262
17921,20364
17922,20077
17923,20586
17924,20466
17925,20223
17926,20214
17927,20325
17928,20158
17929,20489
17930,20309
17931,20423
17932,20456
17933,20358
17934,20274
17935,20377
17936,20426
17937,20439
17938,20360
17939,20163
17940,20145
17941,20318
17942,20113
17943,20192
17944,20049
17945,20183
17946,20275
17947,20207
17948,19986
17949,20442
17950,20126
17951,19997
17952,19982
17953,20095
17954,19983
17955,20124
17956,20341
17957,20425
17958,20171
17959,20287
17960,20248
17961,20387
17962,20389
17963,20327
17964,20659
17965,20490
17966,20166
17967,20350
17968,20271
17969,20267
17970,20176
17971,20273
17972,20074
17973,24569
17974,20382
17975,20243
17976,20160
17977,20810
17978,20239
17979,20615
17980,20240
17981,20295
17982,20569
17983,20036
17984,20278
17985,20429
17986,20467
17987,20505
17988,20738
17989,20297
17990,20209
17991,20309
17992,20342
17993,20311
17994,20243
17995,20358
17996,20123
17997,20107
17998,20089
17999,20210
18000,19984
18001,20212
18002,20235
18003,20250
18004,20418
18005,20466
18006,20224
18007,20163
18008,20623
18009,20398
18010,20093
18011,20362
18012,23995
18013,20588
18014,20412
18015,20276
18016,20403
18017,20301
18018,20250
18019,20257
18020,20041
18021,20314
18022,20263
18023,20584
18024,20163
18025,20327
18026,20386
18027,20515
18028,20446
18029,20382
18030,20597
18031,20642
18032,20335
18033,20265
18034,20966
18035,20395
18036,20715
18037,20562
18038,20272
18039,20031
18040,20416
18041,20432
18042,20249
18043,20173
18044,23866
18045,20244
18046,20227
18047,20290
18048,20089
18049,20314
18050,20331
18051,20524
18052,20649
18053,20504
18054,20435
18055,20285
18056,20345
18057,20364
18058,20320
18059,20548
18060,20248
18061,20377
18062,20429
18063,20344
18064,20264
18065,20098
18066,20116
18067,20279
18068,20121
18069,20206
18070,20536
18071,20274
18072,20338
18073,20374
18074,20206
18075,20289
18076,20337
18077,20728
18078,20564
18079,20450
18080,20355
18081,20493
18082,20509
18083,20241
18084,20374
18085,20421
18086,20578
18087,20450
18088,20427
18089,20597
18090,20536
18091,24891
18092,20532
18093,20518
18094,20516
18095,20698
18096,20404
18097,20534
18098,20657
18099,20528
18100,20595
18101,20656
18102,20512
18103,20548
18104,20504
18105,20609
18106,20543
18107,20646
18108,20450
18109,20391
18110,20413
18111,20519
18112,20495
18113,20284
18114,20495
18115,20585
18116,39358
18117,20532
18118,20384
18119,20389
18120,20549
18121,20466
18122,20619
18123,20729
18124,20562
18125,20839
18126,20664
18127,20395
18128,24217
18129,20542
18130,20470
18131,20572
18132,20450
18133,20557
18134,20483
18135,20475
18136,20420
18137,20656
18138,20573
18139,20581
18140,20345
18141,20511
18142,20453
18143,20459
18144,20335
18145,20494
18146,23628
18147,24728
18148,20579
18149,20676
18150,20912
18151,20671
18152,20947
18153,20500
18154,20445
18155,20515
18156,20534
18157,20766
18158,20487
18159,20826
18160,20475
18161,20415
18162,20476
18163,20444
18164,20457
18165,20407
18166,20448
18167,20331
18168,20448
18169,20308
18170,20355
18171,25142
18172,20533
18173,20594
18174,20526
18175,25039
18176,20646
18177,20585
18178,20527
18179,20737
18180,20447
18181,20471
18182,20419
18183,20729
18184,20748
18185,20748
18186,20566
18187,20545
18188,20387
18189,20806
18190,20700
18191,21000
18192,20649
18193,20526
18194,20628
18195,20520
18196,20789
18197,20639
18198,20430
18199,20491
18200,20556
18201,21146
18202,20484
18203,20457
18204,20564
18205,20877
18206,20772
18207,20579
18208,20661
18209,20714
18210,20633
18211,20544
18212,20511
18213,20521
18214,20395
18215,20536
18216,20643
18217,20712
18218,20508
18219,20416
18220,20420
18221,20530
18222,20667
18223,20425
18224,20479
18225,20451
18226,20714
18227,20458
18228,20470
18229,20359
18230,20633
18231,20562
18232,20542
18233,20580
18234,20761
18235,21034
18236,20442
18237,20507
18238,20489
18239,20601
18240,20568
18241,20445
18242,20759
18243,20863
18244,20420
18245,20473
18246,20423
18247,20567
18248,20707
18249,24218
18250,20882
18251,20675
18252,20486
18253,20466
18254,21123
18255,20638
18256,20815
18257,20873
18258,20539
18259,20644
18260,20655
18261,20536
18262,20833
18263,20534
18264,20555
18265,20723
18266,20492
18267,23601
18268,20469
18269,20661
18270,20764
18271,20512
18272,20617
18273,23941
18274,21210
18275,20819
18276,20824
18277,20530
18278,20596
18279,20633
18280,20620
18281,23935
18282,20637
18283,20855
18284,20880
18285,20916
18286,20708
18287,20719
18288,20657
18289,20755
18290,20683
18291,20448
18292,20697
18293,23985
18294,20582
18295,20525
18296,20442
18297,20512
18298,20887
18299,20426
18300,20544
18301,20666
18302,20495
18303,20553
18304,20505
18305,20594
18306,20603
18307,20630
18308,20787
18309,20690
18310,20425
18311,20663
18312,20734
18313,20794
18314,26299
18315,20891
18316,20822
18317,21071
18318,20863
18319,20586
18320,20746
18321,20751
18322,20661
18323,20657
18324,20664
18325,20991
18326,20839
18327,20603
18328,20642
18329,20729
18330,20899
18331,20856
18332,20941
18333,21182
18334,21023
18335,21013
18336,20832
18337,20559
18338,20837
18339,20906
18340,20775
18341,20780
18342,20587
18343,20756
18344,20635
18345,20417
18346,20578
18347,20408
18348,20451
18349,20697
18350,20439
18351,20915
18352,20478
18353,20531
18354,20555
18355,20666
18356,20670
18357,20986
18358,20672
18359,23581
18360,20551
18361,20604
18362,20515
18363,20630
18364,20691
18365,20646
18366,20835
18367,20759
18368,20754
18369,20751
18370,24275
18371,21060
18372,21032
18373,21247
18374,21434
18375,21050
18376,20820
18377,20855
18378,20675
18379,20641
18380,20663
18381,20844
18382,20681
18383,20493
18384,20807
18385,20712
18386,20632
18387,21030
18388,20878
18389,20779
18390,20924
18391,20721
18392,21318
18393,20990
18394,20811
18395,20925
18396,20812
18397,20916
18398,20800
18399,20580
18400,20910
18401,20707
18402,20677
18403,20765
18404,20893
18405,20935
18406,20859
18407,20676
18408,20621
18409,20666
18410,20583
18411,21027
18412,20753
18413,20600
18414,21013
18415,20598
18416,20908
18417,20968
18418,21348
18419,20877
18420,21093
18421,21077
18422,20873
18423,21113
18424,20729
18425,20865
18426,20753
18427,20649
18428,20723
18429,20495
18430,20705
18431,20721
18432,20710
18433,20760
18434,20608
18435,20549
18436,20579
18437,20769
18438,20694
18439,20580
18440,20790
18441,20764
18442,20478
18443,20460
18444,20632
18445,20591
18446,24429
18447,20799
18448,20734
18449,20810
18450,20787
18451,20651
18452,20912
18453,20630
18454,28647
18455,20722
18456,20681
18457,20836
18458,20835
18459,20866
18460,20804
18461,20780
18462,20975
18463,20996
18464,21125
18465,21132
18466,20930
18467,21092
18468,20692
18469,24857
18470,20819
18471,21055
18472,20828
18473,20718
18474,20812
18475,20642
18476,20918
18477,20583
18478,20537
18479,20581
18480,20695
18481,20932
18482,20919
18483,20891
18484,20647
18485,20844
18486,20850
18487,20724
18488,20789
18489,20939
18490,20706
18491,20838
18492,20651
18493,20617
18494,20696
18495,20647
18496,20837
18497,20708
18498,20709
18499,20912
18500,20933
18501,20789
18502,21069
18503,20801
18504,20679
18505,20677
18506,20734
18507,20842
18508,20794
18509,20921
18510,20952
18511,21131
18512,21041
18513,20972
18514,20976
18515,20907
18516,20975
18517,20871
18518,20657
18519,20923
18520,20815
18521,20573
18522,20546
18523,20744
18524,20939
18525,23627
18526,20863
18527,20695
18528,20779
18529,20770
18530,20718
18531,20779
18532,20879
18533,20928
18534,20844
18535,20719
18536,45729
18537,20890
18538,24655
18539,20759
18540,20636
18541,20631
18542,20648
18543,20856
18544,24956
18545,20787
18546,20994
18547,21095
18548,21459
18549,21426
18550,20880
18551,21128
18552,20838
18553,20876
18554,25619
18555,21071
18556,21231
18557,20918
18558,20915
18559,20926
18560,21010
18561,21321
18562,21194
18563,21026
18564,21167
18565,21193
18566,21103
18567,20801
18568,21058
18569,20942
18570,21018
18571,21074
18572,21055
18573,20799
18574,20949
18575,20872
18576,20881
18577,20921
18578,20990
18579,24004
18580,20903
18581,20871
18582,20822
18583,20911
18584,20700
18585,20716
18586,20760
18587,21068
18588,20828
18589,21125
18590,20723
18591,20746
18592,20829
18593,20722
18594,20936
18595,20872
18596,24559
18597,20940
18598,21028
18599,21070
18600,21115
18601,21093
18602,21095
18603,21047
18604,20967
18605,20776
18606,21106
18607,21265
18608,21215
18609,21237
18610,21184
18611,21030
18612,21387
18613,21005
18614,21221
18615,20805
18616,21129
18617,21247
18618,21122
18619,20988
18620,20993
18621,21138
18622,21185
18623,21054
18624,21033
18625,20895
18626,24183
18627,21034
18628,20997
18629,21102
18630,21113
18631,20992
18632,21140
18633,20996
18634,20963
18635,21033
18636,20865
18637,20941
18638,20782
18639,20952
18640,21032
18641,20971
18642,20971
18643,20975
18644,21097
18645,20989
18646,20879
18647,21366
18648,20938
18649,20838
18650,20866
18651,20807
18652,24280
18653,20942
18654,20897
18655,21242
18656,21324
18657,21275
18658,21288
18659,21651
18660,21439
18661,21152
18662,21167
18663,21062
18664,21250
18665,21083
18666,21057
18667,25566
18668,21234
18669,20998
18670,20829
18671,20939
18672,21188
18673,21141
18674,20974
18675,21094
18676,21029
18677,20998
18678,20999
18679,21078
18680,21406
18681,21016
18682,20974
18683,21072
18684,21163
18685,21063
18686,20852
18687,20879
18688,20854
18689,20894
18690,21060
18691,21204
18692,21123
18693,21083
18694,21119
18695,20903
18696,21325
18697,21066
18698,21135
18699,21267
18700,21558
18701,21279
18702,21034
18703,21098
18704,21113
18705,21385
18706,21526
18707,21011
18708,21152
18709,21320
18710,21155
18711,21010
18712,25663
18713,21080
18714,21062
18715,21074
18716,21269
18717,21685
18718,20985
18719,21074
18720,21107
18721,21058
18722,21118
18723,21058
18724,21013
18725,21144
18726,21150
18727,21701
18728,21192
18729,20857
18730,20937
18731,21083
18732,21132
18733,21243
18734,21168
18735,21200
18736,21345
18737,21148
18738,21402
18739,21261
18740,21346
18741,21062
18742,21365
18743,21078
18744,21404
18745,21495
18746,21274
18747,21303
18748,21951
18749,21410
18750,21360
18751,21197
18752,21162
18753,21224
18754,21134
18755,21201
18756,21288
18757,21146
18758,21106
18759,21136
18760,21042
18761,24341
18762,21046
18763,21307
18764,21773
18765,21076
18766,21177
18767,20979
18768,21095
18769,20947
18770,21893
18771,21111
18772,21053
18773,21188
18774,21179
18775,24141
18776,21545
18777,21033
18778,21454
18779,21208
18780,21058
18781,21101
18782,21214
18783,21132
18784,21263
18785,21151
18786,21337
18787,21172
18788,21255
18789,20933
18790,21141
18791,21174
18792,21097
18793,21241
18794,20992
18795,21690
18796,24839
18797,21350
18798,21319
18799,21049
18800,21388
18801,21211
18802,21367
18803,21140
18804,21758
18805,21232
18806,21334
18807,21175
18808,21566
18809,21178
18810,21113
18811,21229
18812,24974
18813,21046
18814,21270
18815,21262
18816,21064
18817,21210
18818,21136
18819,21097
18820,21202
18821,21136
18822,21030
18823,21168
18824,21161
18825,21156
18826,21006
18827,21025
18828,21011
18829,21105
18830,21207
18831,21216
18832,21280
18833,21281
18834,21368
18835,21357
18836,21206
18837,20992
18838,21104
18839,21358
18840,21271
18841,21172
18842,21297
18843,21038
18844,21098
18845,21113
18846,21178
18847,21074
18848,24883
18849,21194
18850,21451
18851,21775
18852,21088
18853,21127
18854,21151
18855,21073
18856,21186
18857,20983
18858,24046
18859,21182
18860,21499
18861,21171
18862,21287
18863,21250
18864,21452
18865,21517
18866,21507
18867,21428
18868,21619
18869,21250
18870,21720
18871,21302
18872,21296
18873,21287
18874,21119
18875,21240
18876,21124
18877,21089
18878,25046
18879,21301
18880,21346
18881,21296
18882,21471
18883,21867
18884,21294
18885,21348
18886,21243
18887,21302
18888,21250
18889,21312
18890,21455
18891,21351
18892,21832
18893,21290
18894,28350
18895,21181
18896,21104
18897,21392
18898,25109
18899,21235
18900,21836
18901,21200
18902,21120
18903,21184
18904,21325
18905,21389
18906,21258
18907,21190
18908,21240
18909,21154
18910,21249
18911,21073
18912,21011
18913,21161
18914,21248
18915,27933
18916,21270
18917,21192
18918,21199
18919,21236
18920,21162
18921,21233
18922,21574
18923,21305
18924,21305
18925,21600
18926,21608
18927,21449
18928,21387
18929,21434
18930,21421
18931,21381
18932,21333
18933,21329
18934,21142
18935,21379
18936,21542
18937,21436
18938,25072
18939,21460
18940,21260
18941,21164
18942,21544
18943,21303
18944,21333
18945,21330
18946,21289
18947,21276
18948,21392
18949,21300
18950,30819
18951,21503
18952,21433
18953,21308
18954,21176
18955,21256
18956,21359
18957,21354
18958,21347
18959,21202
18960,21401
18961,21444
18962,21351
18963,21415
18964,21398
18965,21266
18966,21265
18967,21536
18968,21124
18969,21426
18970,21277
18971,21236
18972,21414
